FECHA DE EVENTO,CATEGORÍA PC,INSTANCIA,NOMBRE ACTIVIDAD,MODALIDAD,ÁREA,PARTICIPACIÓN CIUDADANA,DIRECCIÓN,COMUNA,DESCRIPCIÓN,INSCRIPTOS,ASISTENTES,CANTIDAD DE VOTOS,RESULTADO VOTACION,RELEVAMIENTOS DE OPINIÓN
02/06/16,Obra,Visita de Obra,ESCUELA SIGLO XXI,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Visita a la obra antes de que finalice,Holmberg 2750? (Villa Urquiza),12,,207,48,,,
02/06/16,Proyecto,Votación Proyecto,POTENCIATE,,Vice Jefatura,,,,,,,4710,"1. Diseño, Urbanismo y Arquitectura - 2.303 - 48,9% 2. Entretenimiento y Diversión Saludable - 1.494 - 31,7% 3. Agenda ONU 2030 - 913 - 19,4%",
03/06/16,Obra,Votación Obras,PBN CONGRESO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),"¿Como te gustaría que se llame el Paso Bajo Nivel de Congreso y Tronador? Roberto Goyeneche, Horacio Guarany o Luis Alberto Spinetta",Av. Congreso y Tronador (Coghlan),12,Paso bajo nivel de Avenida Congreso y FFCC Mitre - Ramal Mitre,,,58358,"1. Luís Alberto Espinetta - 32.059 - 54,9% 2. Roberto Goyeneche - 16.584 - 28,4% 3. Horacio Guarany - 9.715 - 16,7% ",
03/06/16,Obra,Primera reunión,PLAZOLETA JULIO CORTÁZAR,,Vice Jefatura,"1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias. Uriarte 1609 (Club Eros), 18 hs",Serrano Y honduras (Palermo),14,"Nivelación de calzada, colocación de bolardos, puesta en valor general de sendas peatonales, espacios verdes y mobiliario.",169,42,,,
06/06/16,Proyecto,Votación Proyecto,BAC,,Vice Jefatura,"En qué lugar te gustaría que se lleve a cabo el entrenamiento especial de Agosto del BAC? Reserva Ecológica, Lago Regatas o Rosedal.",,,,,,6359,"1. Rosedal - 2.686 - 42,2% 2. Reserva Ecológica - 2.450 - 38,5% 3. Lago Regatas - 1.223 - 19,3%",
06/06/16,Obra,Reunión Informativa,PLAZOLETA JUAN XXII,,Ministerio de Ambiente y Espacio Público (MAyEP),"2° reunión informativa. Vicente Lopez 1999, esq. Junin (Auditorio El pilar), 18 hs","ORTIZ, ROBERTO M., PRES. - ALVEAR, AV. - HAEDO, EDUARDO V., PRES. - QUINTANA, MANUEL, PRES., AV. - JUNIN",2,Renovación y reordenamiento del paseo ferial en cuanto a su esquema y circulación. Puesta en valor y ordenamiento de tránsito sobre calle Junín y nuevas dársenas para buses turísticos.,273,76,,,
07/06/16,Proyecto,Votación Proyecto,BORGES X BORGES,,Ministerio de Cultura,"Cuál es tu obra favorita de Borges? El Aleph, La Casa de Asterión o El Sur",,,El martes 14 de Junio a las 20 hs en la Usina del Arte se llevará a cabo un Concierto de Pedro Aznar y Graciela Borges para conmemorar a Borges. Se sortearan 50 entradas entre aquellos que participen de la votación.,,,1881,1. El Aleph - 1.170 - 62% 2. El sur - 549 - 13% 3. La Casa de Asterión - 252 - 24%,
07/06/16,Obra,Votación Obras,CCCA ENTRE RIOS Y CALLAO,,Ministerio de Ambiente y Espacio Público (MAyEP),¿Qué color te gustaría que tengan los toldos de los comercios de Av. Entre Rios y Av. Callao? - Negro / - Gris / - Azul,Callao y Entre Ríos desde Garay hasta Corrientes,1,Fortalecimiento de Centros Comerciales barriales a través de la mejora de la accesibilidad, el fomento del uso del transporte público, y el mantenimiento integral del área para lograr una oferta integrada y una imagen unificada.,,,
08/06/16,Obra,Reunión Informativa,ARROYO MALDONADO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Reunion informativa para contar sobre la obra.,Soler y Fray Justo Santamaria de oro,14,Continuacion de las obras hidraulicas del arroyo maldonado para evitar inhundaciones en la comuna 14.,170,19,,,
08/06/16,Obra,Reunión Informativa,BOULEVARD BILBAO,,Vice Jefatura,Reunion informativa para contar sobre la obra.,Av. Francisco Bilbao 3400 al 3800 (entre Portela y Av. Lacarra,9,Puesta en valor+iluminacion+riego 680 metros lineales,210,51,,,
08/06/16,Obra,Primera reunión,BOULEVARD COM. MARTIN RIVADAVIA,,Ministerio de Ambiente y Espacio Público (MAyEP),"1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias. Sede Comunal 13, piso 2 (Av. Cabildo 3067), 18hs.",Por Rivadavia Martín Comodoro desde Autopista Lugones hasta Av. Cabildo (Barrio de Núnez),13,"Puesta en valor integral de Comodoro Rivadavia desde Autopista Lugones hasta Av. Cabildo. El proyecto comprende la ampliación del Boulevard y veredas, aumento de la superficie de áreas verdes y completamiento de arbolado.",363,71,,,
09/06/16,Proyecto,Votación Proyecto,DECKS GASTRONÓMICOS,,Ministerio de Ambiente y Espacio Público (MAyEP),"En qué barrio te gustaría que se coloquen nuevos decks gastronómicos? San Telmo, Cañitas o Monte Castro",,,,,,6528,"1. Monte Castro - 2.597 - 39,8% 2. San Telmo  - 2.201 - 33,7% 3. Las Cañitas - 1.730 - 26,5%",
09/06/16,Obra,Primera reunión,PASAJE ANASAGASTI,,Vice Jefatura,"1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias. Sede Comunal 14 (Coronel Diaz 2120), 18hs",Pje Anasagasti entre Guemes y Santa Fe,14,Puesta en valor del pasaje. Nivelacion de veredas y plantación de árboles.,114,54,,,
10/06/16,Obra,Reunión Informativa,CENTENERA Y BONIFACIO,,Vice Jefatura,"2° reunión informativa para dar a conocer el anteproyecto de la obra.
 Av Avellaneda 1359. 18h",José bonifacio y del barco centenera,6,Nuevo espacio verde,86,22,,,
10/06/16,Obra,Primera reunión,PATIO GURRUCHAGA,,Vice Jefatura,1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias. Córdoba 5064 (Cluib Villa Malcolm).,Gurruchaga y Castillo,15,Puesta en valor.,192,56,,,
13/06/16,Obra,Votación Obras,PANAMÁ Y TROILO,,Vice Jefatura,¿Qué tipo de bancos y bolardos te gustaría colocar en el Pasaje Panamá y Pasaje Troilo?,Pjes Panama y Troilo desde Sarmiento hasta Av. Corrientes,5,"INCORPORACIÓN DE VEGETACIÓN Y MOBILIARIO (nuevas luminarias, bancos) + REORGANIZACIÓN DE ESTACIONAMIENTO VEHICULAR, cambio de solados",,,4789,"1. Rectangular de madera - 2.209 - 46,1% 2. Ergonómetrico de hormigón - 1.795 - 37,5% 3. Puff cuadrado de cemento - 785 - 16,4%",
14/06/16,Obra,Primera reunión,PARQUE GRAL. PAZ,,Vice Jefatura,1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias.,"LARRALDE, CRISOLOGO, AV. - PAZ, GRAL., AV.- AIZPURUA (Saavedra)",12,Puesta en valor del parque.,106,115,,,
15/06/16,Obra,Primera reunión,PASAJE GARIBALDI,,Vice Jefatura,"Intercambiar ideas y propuestas con los vecinos.
 Quincho CABJ: Dr. Del Valle Iberlucea y Aristóbulo del Valle. 18h",Garibaldi y Olavarría,4,"Sendas peatonales, paisajismo e iluminación para unir caminito y las inmediaciones del Club Boca Juniors",180,54,,,
16/06/16,Obra,Votación Obras,PATIO URBANO PARAGUAY,,Vice Jefatura,,Paraguay 5138,14,Puesta en valor general del patio.,,,3759,"1. Área de juegos para chicos - 2.220 - 59,1% 2. Postas aeróbicas - 1.539 - 40,9%",
21/06/16,Obra,Primera reunión,ENTORNO URBANO PARQUE RIVADAVIA,,Ministerio de Ambiente y Espacio Público (MAyEP),"Intercambiar ideas y propuestas con los vecinos.
 Dire: Av. Avellaneda 1359. 18h",Av. La Plata y Av. Rivadavia | Río de Janeiro entre FFCC Sarmiento y av. Rivadavia | Campichuelo entre FFCC y Av. Rivadavia | Doblas entre av. Rivadavia y Rosario,6,,338,58,,,
22/06/16,Obra,Reunión Informativa,BOULEVARD JUAN B. JUSTO,,Vice Jefatura,"Reunión informativa sobre el ante proyecto de la obra.
 Dire: Sarachaga 5634. 18h",Av. Juan B. Justo Entre Victor Hugo y Canónigo Miguel del Corro,10,"Recuperación y üesta en valor del bpulevard. Aportando nueva vegetación, veredas, accesibilidad, equipamiento urbano e iluminación",291,85,,,
22/06/16,Proyecto,Votación Proyecto,ESCUELA ABIERTA LOS SÁBADOS,,Ministerio de Educación,"Qué actividades te gustaría que se realicen en la Jornada Especial de Escuela Abierta el Sábado el 16 de Julio? Muestra de Arte, Jornada de Juegos y Recreación o Jornada de Talleres Literarios",,,,,,4622,"1. Jornada de juegos y recreación - 2.257 - 48,8% 2. Jornada de talleres literarios - 1.356 - 29,3% 3. Muestra de arte - 1.009 - 21,8%",
23/06/16,Obra,Votación Obras,BAU ENTRE RÍOS,,Ministerio de Ambiente y Espacio Público (MAyEP),,Entre Rios y Autopista 25 de Mayo,1,"Puesta en valor de los bajo autopistas e incorporación de funciones que cualifiquen el espacio público. El proyecto comprende el pintado de fachadas, incorporación de mobiliario urbano, intervenciones artísticas y refuerzo de la iluminación.",,,4320,"1. Opción 2 - 2.045 - 47,3% 2. Opción 3 - 1.141 - 26,4% 3. Opción 1 - 1.134 - 26,3%",
24/06/16,Obra,Reunión Informativa,CALLE ALSINA Y MORENO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),"Se le contará a los vecinos el proyecto. Foto Club Bs. As. (Hipólito Yrigoyen 834), 18hs",Ambas obras van desde Bernardo de Irigoyen hasta Av. Pte. Julio Roca (Diagonal Sur),1,,243,68,,,
27/06/16,Proyecto,Votación Proyecto,TALLER DE MASCOTAS,,Ministerio de Ambiente y Espacio Público (MAyEP),"En qué plaza te gustaría desarrollar un taller sobre paseo y tenencia responsable de mascotas? Parque Rivadavia (Caballito), Plaza 1 de Mayo (Balvanera), Plaza Martín Rodríguez (Villa Pueyrredón) o Plaza Islas Malvinas (Boca).",,,,,,5351,"1. Parque Rivadavia - 2.943 - 55% 2. Plaza Martín Rodriguez - 999 -18,6% 3. Plaza Isla Malvinas  - 771 - 14,4% 4. Plaza 1° de Mayo - 641 - 12%",
28/06/16,Obra,Visita de Obra,CENTRO DE CONVENCIONES BUENOS AIRES CEC,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se informará a los vecinos sobre la obra y luego haremos un recorrido por la misma. Es a las 15hs,Av. Figueroa Alcorta y Pueyrredon,2,Obra ya casi finalizada. Es el nuevo centro de convenciones de Bs. As.,585,157,,,
28/06/16,Obra,Primera reunión,PLAZA 1 DE MAYO ,,Ministerio de Ambiente y Espacio Público (MAyEP),1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias.,"Av. Hipólito Yrigoyen 2200, C1089AAP CABA",3,,489,,,,
29/06/16,Obra,Primera reunión,PASEO AEROBICO GRAL. HORNOS,,Vice Jefatura,Intercambiar ideas y propuestas con los vecinos,Gral. Hornos 600 al 1700 (entre J.M. Samperio y California),4,Demarcación de senda aeróbica e instalación de luminarias,363,93,,,
30/06/16,Obra,Votación Obras,CIRCUITO DE ENTRENAMIENTO RECOLETA,,Vice Jefatura,Votación ¿Cuál de estos nuevos espacios deportivos te gustaría agregar al Circuito de Entrenamiento Recoleta? 1. Canchas de fútbol cinco 2. Nuevas postas aeróbicas 3. Circuito para corredores,"Av. Figueroa Alcorta , Av. Pueyrredon, Av. del Libertador y Tagle",2,Se va a poner en valor la plaza Rubén Darío para la gran cantidad de gente que actualmente hoy asiste a hacer actividades deportivas.,,,14486,"1. Circuito para corredores - 5.640 - 38,9% 2. Canchas de fútbol 5 - 4.922 - 34% 3. Nuevas postas aeróbicas - 3.924 - 37,1%",
30/06/16,Proyecto,Votación Proyecto,DONACIÓN DE SANGRE,,Ministerio de Salud,"Qué plaza te gustaría que visite la Unidad Móvil de Donación de Sangre? Plaza Italia (Palermo), Parque Centenario (Caballito) o Plaza Libertador General San Martín (Retiro) La unidad visitará el lugar ganador el Sábado 10 de Septiembre de 9 a 16 hs.",,,,,,3526,"1. Parque Centenario - 1.689 - 47,90% 2. Plaza Italia - 1.187 - 33,66% 3. Plaza Libertador Gral San Martín - 489 - 13,87% 4. Plaza Islas Malvinas - 161 - 4,57%",
04/07/16,Proyecto,Votación Proyecto,METROBUS SUR,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),"Qué nombre te gustaría que se llame la Estación de Metrobús Sur que se encuentra en el Polideportivo San Lorenzo? Estación San Lorenzo, Estación Los Gauchos de Boedo o Estación Caras Sucias",,5,,,,27074,"1. San Lorenzo - 14.163 - 52,3% 2. Los Carasucias - 6.676 - 24,7%  3. Los Gauchos de Boedo - 6.235 - 23%",
05/07/16,Obra,Primera reunión,PARQUE LAS VICTORIAS,,Vice Jefatura,1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias.,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV",8,"adecuación a nuevos usos y actividades. Inclusión de nuevo mobiliario, circuitos aeróbicos, postas de ejercitación y deportes urbanos",210,54,,,
06/07/16,Obra,Primera reunión,POLO CIRCO,,Vice Jefatura,1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias.,Av. Juan de Garay 2000 y Combate de los Pozos,4,"Parque temático para la práctica y difusión de actividades circenses. Inclusión de mas equipamiento, mobiliario y plantación de arbolado y vegetación",308,48,,,
06/07/16,Obra,Votación Obras,PARQUE LAS HERAS,,Ministerio de Ambiente y Espacio Público (MAyEP),¿Estas de acuerdo con que el Parque las Heras tenga un sector de caniles para los perros? - Estoy de acuerdo - No estoy de acuerdo,"Av. Las Heras, Av.Juncal, Salguero y Cnel Diaz (Palermo)",14,"Recuperación y puesta en valor general de senderos mobiliario, iluminación, equipamiento de juegos y deportes urbanos, arbolado vegetación y riego.",,,13670,1. Estoy de acuerdo - 10.513 - 77% 2. No estoy de acuerdo - 3.157 - 23%,
07/07/16,Proyecto,Votación Proyecto,MURAL MULTISENSORIAL,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Qué mural multi sensorial te gustaría instalar en la Estación Primera Junta de la Línea A? Amor Fraternal o Educación Inclusiva,,,,,,11150,"1. Educación Inclusiva - 6.704 - 60,1% 2. Amor Fraternal - 4.446 - 39,9%",
11/07/16,Proyecto,Votación Proyecto,HECES CANINAS,,Ministerio de Ambiente y Espacio Público (MAyEP),"En qué plaza te gustaría llevar adelante la Campaña de Concientización sobre los Desechos de las Mascotas? Parque Las Heras (Palermo), Plaza Mafalda (Colegiales), Plaza Vicente López y Planes (Recoleta) o Parque Saavedra (Saavedra)",Av. Gral. Las Heras y Jerónimo Salguero - Gral. Enrique Martinez y Santos Dumont - Parana y Juncal - Besares y Pinto.,,,,,17068,"1. Parque las Heras - 8.806 - 51,6% 2. Parque Saavedra - 3.821 - 22,4% 3. Plaza Vicente López y Planes - 2.532 - 14,8% 4. Plaza Mafalda - 1.909 - 11,2%",
12/07/16,Obra,Votación Obras,ESPACIO PARA PASEADORES,,Vice Jefatura,"¿Cómo queres que sea el acceso a los caniles exclusivos para paseadores?
 *Acceso libre para paseadores
 *Acceso con registro previo de paseadores","Brig. Gral. J. F. Quiroga, entre Callao y Alcorta",2,Se van a construir 3 caniles detrás el Parque Thays para que los paseaores puedan llevar allá a los perros.,,,8396,"1. Con registro previo - 4.992 - 59,5% 2. Acceso libre - 3.404 - 40,5%",
13/07/16,Obra,Primera reunión,PARQUE ALBERDI,,Ministerio de Ambiente y Espacio Público (MAyEP),Licitación 10/8,Av Directorio | Av Lisandro de la Torre | Martiniano Leguizamon | Tandil,9,"Mantenimiento: Completamiento de verde, riego, mobiliario urbano, luminaria",182,78,,,
13/07/16,Obra,Votación Obras,PATIO DEPORTIVO,,Vice Jefatura,Tenemos pensado poner una cancha de alguno de estos deportes ¿Cuál te gustaría? 1-Volley 2- Basquet 3- Handball,Bolivia 5842 (Barrio de Villa Pueyrredón),12,Mejoras en las instalaciones del patio (cancha y vestuarios),,,4153,"1. Básquet - 1.923 - 46,3% 2. Voley - 1.138 - 27,4% 3. Handball - 1.092 - 26,3%",
14/07/16,Proyecto,Votación Proyecto,ZOO ECOPARQUE,,Ministerio de Modernización Innovación y Tecnología,El antiguo Zoo se va a transformar en un lugar donde la experiencia tecnológica reemplazará a los animales en cautiverio. ¿Qué te gustaría encontrar en el nuevo Ecoparque Interactivo?,,14,Análisis de propuestas para el nuevo Ecoparque Interactivo,,,26412,,
15/07/16,Obra,Votación Obras,BOULEVARD COM. MARTIN RIVADAVIA,,Ministerio de Ambiente y Espacio Público (MAyEP),Votación: ¿Qué actividad recreativa te gustaría sumar en el corredor y en su entorno? - Circuito para corredores -Rampas de Skate - Mesas de ping-pong,Por Rivadavia Martín Comodoro desde Autopista Lugones hasta Av. Cabildo (Barrio de Núnez),13,,,,10882,1. Circuito para corredores - 6.019 Votos - 55%  2. Mesas de ping-pong - 2.882 Votos - 27% 3. Rampas de Skate - 1.981 Votos - 18%,
18/07/16,Obra,Votación Obras,PATIO GURRUCHAGA,,Vice Jefatura,"Vamos a ampliar el sector de juegos para chicos en el Patio Gurruchaga. ¿Cuál te gustaría que se incorpore?
 
 - Calesita integradora con freno 
 - Panel dos tambores 
 - Panel ta te ti",Gurruchaga y Castillo,15,Puesta en valor del patio,,,3173,"1. Calesita integradora con freno - 2.139 - 67,4% 2. Panel de ta-te-ti - 644 - 20,3% 3. Panel dos tambores - 390 - 13,3%",
19/07/16,Obra,Primera reunión,PATIO DE JUEGOS SAMORÉ,,Vice Jefatura,Licitación 30/8,"Av. Escalada, Av. Castañares y Dellepiane Este",8,Puesta en Valor de los Patios de Juegos,204,37,,,
20/07/16,Proyecto,Votación Proyecto,TANGO FESTIVAL,,Ministerio de Cultura,"Qué repertorio te gustaría escuchar? Grandes Clasicos Instrumentales, Grandes Clasicos Cantados o Repertorio de Astor Piazolla",,,,,,12214,"1. Grandes clásicos cantados - 4.609 - 37,7% 2. Repertorio de Astor Piazzolla - 4.301 - 35,2% 3. Grandes Clásicos Instrumentales - 3.304 - 27,1%",
21/07/16,Obra,Votación Obras,BAU JUJUY,,Ministerio de Ambiente y Espacio Público (MAyEP),"¿Qué modelo te gustaría que se realice sobre el techo?
 - Opción 1
 - Opción 2
 - Opción 3",Av. Jujuy y Autopista 25 de Mayo,3,"Puesta en valor de los bajo autopistas e incorporación de funciones que cualifiquen el espacio público. El proyecto comprende el pintado de fachadas, incorporación de mobiliario urbano, intervenciones artísticas y refuerzo de la iluminación.",,,2135,"1. Opción 2 - 1.005 - 47% 2. Opción 3 - 626 - 29,4% 3. Opción 1 - 504 - 23,6%",
26/07/16,Obra,Votación Obras,PARQUE ISLA DE LA PATERNAL,,Ministerio de Ambiente y Espacio Público (MAyEP),¿Qué espacio deportivo o recreativo te gustaría que se haga en el Parque Isla de la Paternal? - Dos canchas de fútbol - Cancha de Basquet -Dos mesas de ping pong,"CHORROARIN, AV. - GUTEMBERG - DE LOS CONSTITUYENTES, AV., - ZABALA, JOAQUIN",15,"Recuperación y puesta en valor general de senderos mobiliario, iluminación, equipamiento de juegos y deportes urbanos, arbolado vegetación y riego. Restitución del rosedal histórico",,,23056,1. Dos canchas de Fútbol 5 - 14.073 - 61% 2. Una cancha de Básket - 5.766 - 25% 3. Dos mesas de Ping Pong - 3.217 - 14%,
27/07/16,Obra,Reunión Informativa,OBRA HIDRAÚLICA CAAGUAZÚ,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Presentacion del Ante-proyecto.,Av. Caseros y Monteagudo.,9,Puesta en Valor del Parque Patricios.,93,35,,,
27/07/16,Obra,Primera reunión,PARQUE CHACABUCO,,Ministerio de Ambiente y Espacio Público (MAyEP),"1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias. 
 Salón Adan Bajo Autopista: 
 Av. Eva Perón 1400
 Dentro del Parque chacabuco",Av. Asamblea | Av. Curapaligue | Av. Eva Perón | Emilio Mitre,7,"Recuperación y puesta en valor general de senderos mobiliario, iluminación, equipamiento de juegos y deportes urbanos, arbolado vegetación y riego. Restitución del rosedal histórico",303,89,,,
27/07/16,Obra,Primera reunión,PARQUE ISLA DE LA PATERNAL,,Ministerio de Ambiente y Espacio Público (MAyEP),"1ra reunión de vecinos para que nos acerquen sus ideas/propuestas/sugerencias. 
 Salón Adan Bajo Autopista: 
 Av. Eva Perón 1400
 Dentro del Parque chacabuco",Av. Asamblea | Av. Curapaligue | Av. Eva Perón | Emilio Mitre,15,"Recuperación y puesta en valor general de senderos mobiliario, iluminación, equipamiento de juegos y deportes urbanos, arbolado vegetación y riego. Restitución del rosedal histórico",301,50,,,
28/07/16,Proyecto,Votación Proyecto,CANILES,,Ministerio de Ambiente y Espacio Público (MAyEP),"Qué canil te gustaría que ponga en valor primero? Plaza Aristóbulo del Valle (Villa del Parque), Plaza Noruega (Belgrano) o Plaza de la Misericordia (Flores)",,,Puesta en valor de caniles existentes,,,15036,1. Plaza Noruega - 6.055 - 40%  2. Plaza Aristóbulo del Valle - 4.644 - 31%  3. Plaza de la Misericordia - 4.337 - 29%,
01/08/16,Proyecto,Votación Proyecto,NÚCLEOS,,Vice Jefatura,"Qué taller te gustaría realizar durante las jornadas de Núcleos? Murga, Teatro o Malabares",,,"El objetivo de Núcleos es ofrecer propuestas deportivas, recreativas, integradoras e inclusivas en diferentes puntos ubicados en barrios vulnerables de la Ciudad de Buenos Aires.",,,11410,1. Teatro - 6.986 - 61% 2. Murga - 2.836 - 25% 3. Malabares - 1.588 - 14%,
02/08/16,Obra,Votación Obras,PARQUE LAS HERAS,,Ministerio de Ambiente y Espacio Público (MAyEP),"¿Cuál de estas canchas te gustaría que tuviese el Parque Las Heras?
 
 - Voley
 
 - Basquet
 
 - Fútbol","Av. Las Heras, Av.Juncal, Salguero y Cnel Diaz",14,"Recuperación y puesta en valor general de senderos mobiliario, iluminación, equipamiento de juegos y deportes urbanos, arbolado vegetación y riego.",,,27895,1. Fútbol - 11.306 - 41% 2. Básquet - 8.780 - 31% 3. Vóley - 7.809 - 28%,
02/08/16,Obra,Reunión Informativa,PARQUE PATRICIOS,,Vice Jefatura,"2° Reunión/Recorrido de obra. (En la misma plaza, esq. Alvear y Bioy Casares), 15hs.","Alvear, Bioy Casares y Posadas",4,Puesta en valor de la plaza haciendo hincapié en la recuperación de los senderos y en resguardar a los arboles históricos que se encuentran en ella,390,220,,,
03/08/16,Proyecto,Votación Proyecto,FIAB N° 15,,Ministerio de Ambiente y Espacio Público (MAyEP),"En qué plaza de la Comuna 2 te gustaría encontrar una Feria Itinerante de Abastecimiento Barrial? Plaza R. del Paraguay, Plaza R. Tailandia, Plaza Francia o Plaza San Martín de Tours.",,,Ferias Itinerantes de Abastecimiento Barrial,,,12897,1. Plaza Francia - 6.090 - 47% 2. Plaza R. del Paraguay - 3.319 - 26% 3. Plaza San Martín de Tours - 2.318 - 18% 4. Plaza R. Tailandia - 1.170 - 9%,
04/08/16,Obra,Votación Obras,BAJO AUTOPISTA LA PLATA Y JOSÉ M. MORENO,,Ministerio de Ambiente y Espacio Público (MAyEP),"¿Qué diseño te gustaría para el techo del Bajo Autopista 25 de Mayo y Av. José María Moreno?
 
 Opción 1 
 Opción 2
 Opción 3",Av. Jose M. Moreno y Autopista 25 de Mayo,7,,,,4320,"1. Opción 2 - 2.045 - 47,3% 2. Opción 3 - 1.141 - 26,4% 3. Opción 1 - 1.134 - 26,3",
16/08/16,Proyecto,Votación Proyecto,EL SAN MARTÍN EN LOS BARRIOS,,Ministerio de Cultura,En Septiembre volvemos a los barrios y nos gustaría que elijas dónde te gustaría encontrar la carpa intinerante? Plaza Irlanda o Parque Chacabuco,,,,,,22485,1. Plaza Irlanda - 12.407 - 55% 2. Plaza Chacabuco - 10.078 - 45%,
17/08/16,Proyecto,Votación Proyecto,BA BAILA,,Vice Jefatura,,,,,,,10463,1. Zumba - 4.838 - 47% 2. Dance Pop - 3.711 - 35% 3. Rumba - 1.914 - 18%,
