FECHA DE EVENTO,CATEGORÍA PC,INSTANCIA,NOMBRE ACTIVIDAD,MODALIDAD,ÁREA,PARTICIPACIÓN CIUDADANA,DIRECCIÓN,COMUNA,DESCRIPCIÓN,INSCRIPTOS,ASISTENTES,CANTIDAD DE VOTOS,RESULTADO VOTACION,RELEVAMIENTOS DE OPINIÓN
28/07/20,N/C,Reunión co-creación,Encuentros Jornadas ideación con adultos mayores 2,Virtual,Ministerio de Hábitat y Desarrollo Humano,N/C,,,"El objetivo fue idear alternativas, estrategias y soluciones potenciales que, sumado a las necesidades presentadas por los adultos mayores, ayuden a llevar una vuelta segura y organizada al espacio público. ",160,32,,,-
29/07/20,N/C,Reunión co-creación,Encuentros Jornadas ideación con adultos mayores 3,Virtual,Ministerio de Hábitat y Desarrollo Humano,N/C,,,"El objetivo fue idear alternativas, estrategias y soluciones potenciales que, sumado a las necesidades presentadas por los adultos mayores, ayuden a llevar una vuelta segura y organizada al espacio público. ",144,17,,,-
29/07/20,N/C,Reunión co-creación,Encuentros Jornadas ideación con adultos mayores 4,Virtual,Ministerio de Hábitat y Desarrollo Humano,N/C,,,"El objetivo fue idear alternativas, estrategias y soluciones potenciales que, sumado a las necesidades presentadas por los adultos mayores, ayuden a llevar una vuelta segura y organizada al espacio público. ",93,17,,,-
30/07/20,N/C,Reunión co-creación,Encuentros Jornadas ideación con adultos mayores 5,Virtual,Ministerio de Hábitat y Desarrollo Humano,N/C,,,"El objetivo fue idear alternativas, estrategias y soluciones potenciales que, sumado a las necesidades presentadas por los adultos mayores, ayuden a llevar una vuelta segura y organizada al espacio público. ",159,39,,,-
30/07/20,N/C,Reunión co-creación,Encuentros Jornadas ideación con adultos mayores 6,Virtual,Ministerio de Hábitat y Desarrollo Humano,N/C,,,"El objetivo fue idear alternativas, estrategias y soluciones potenciales que, sumado a las necesidades presentadas por los adultos mayores, ayuden a llevar una vuelta segura y organizada al espacio público. ",141,33,,,-
14/10/20,N/C,Relevamiento de opinión,Mayores Cuidados 2.0 - Fase 1 diagnóstico,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados.,-,-,,,2776
10/11/20,N/C,Reunión,Mayores Cuidados 2.0. Fase 2. Focus group 1,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,"Se realizaron encuentros virtuales con voluntarios y voluntarias del Programa Mayores Cuidados que permitieron profundizar, ampliar y enriquecer los hallazgos de la etapa cuantitativa.
Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados para conocer su experiencia.",20,3,,,-
11/11/20,N/C,Reunión,Mayores Cuidados 2.0. Fase 2. Focus group 2,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,"Se realizaron encuentros virtuales con voluntarios y voluntarias del Programa Mayores Cuidados que permitieron profundizar, ampliar y enriquecer los hallazgos de la etapa cuantitativa.
Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados para conocer su experiencia.",23,4,,,-
12/11/20,N/C,Reunión,Mayores Cuidados 2.0. Fase 2. Focus group 3,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,"Se realizaron encuentros virtuales con voluntarios y voluntarias del Programa Mayores Cuidados que permitieron profundizar, ampliar y enriquecer los hallazgos de la etapa cuantitativa.
Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados para conocer su experiencia.",32,5,,,-
12/11/20,N/C,Reunión,Mayores Cuidados 2.0. Fase 2. Focus group 4,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,"Se realizaron encuentros virtuales con voluntarios y voluntarias del Programa Mayores Cuidados que permitieron profundizar, ampliar y enriquecer los hallazgos de la etapa cuantitativa.
Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados para conocer su experiencia.",48,7,,,-
17/11/20,N/C,Reunión,Mayores Cuidados 2.0. Fase 2. Focus group 5,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,"Se realizaron encuentros virtuales con voluntarios y voluntarias del Programa Mayores Cuidados que permitieron profundizar, ampliar y enriquecer los hallazgos de la etapa cuantitativa.
Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados para conocer su experiencia.",24,5,,,-
17/11/20,N/C,Reunión,Mayores Cuidados 2.0. Fase 2. Focus group 6,Virtual,Secretaría de Transformación Cultural,N/C,,Todas,"Se realizaron encuentros virtuales con voluntarios y voluntarias del Programa Mayores Cuidados que permitieron profundizar, ampliar y enriquecer los hallazgos de la etapa cuantitativa.
Se envió un formulario de relevamiento de opinión a voluntarias y voluntarios del Programa Mayores Cuidados para conocer su experiencia.",34,1,,,
03/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C9,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,9,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",166,44,,,
04/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C11,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,11,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",242,51,,,
06/11/20,N/C,Reunión co-creación,"Plan Urbano Ambiental.
Encuentros con vecinos. C10",Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,10,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",225,69,,,
10/11/20,N/C,Reunión co-creación,"Plan Urbano Ambiental.
Encuentros con vecinos. C12",Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,12,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",260,80,,,
11/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C8,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,8,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",162,46,,,
13/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C7,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,7,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",249,83,,,
16/11/20,N/C,Reunión co-creación,"Plan Urbano Ambiental.
Encuentros con vecinos.C6",Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,6,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",239,105,,,
17/11/20,N/C,Reunión co-creación,"Plan Urbano Ambiental.
Encuentros con vecinos. C15",Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,15,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",259,70,,,
18/11/20,N/C,Reunión co-creación,"Plan Urbano Ambiental.
Encuentros con vecinos. C13",Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,13,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",277,94,,,
20/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C4,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,4,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",242,61,,,
24/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C14,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,14,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",90,41,,,
25/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C3,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,3,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",116,48,,,
26/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C5,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,5,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",140,63,,,
27/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. encuentros con vecinos. C2,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,,2,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",150,60,,,
30/11/20,N/C,Reunión co-creación,Plan Urbano Ambiental. Encuentros con vecinos. C1,Virtual,Secretaría de Desarrollo Urbano (SDU),N/C,Av. del Libertador y John Fitzgerald Kennedy/ Av Díaz Velez y Campichuelo,1,"En el marco de la Ley N° 71, se establece que el organismo encargado de la formulación y actualización del Plan Urbano Ambiental será el Consejo del Plan Urbano Ambiental. 
Asimismo, la Ley N° 2.930 constituye el Plan Urbano Ambiental estipulando que los lineamientos del mismo deben ser decididos e implementados en marcos participativos que aseguren el consenso y la adecuación a las expectativas de los habitantes de la ciudad.
En ese sentido, el mentado Consejo realizó encuentros virtuales con ciudadanos y ciudadanas relativos al Plan Urbano Ambiental solicitando colaboración a la DGPCC, en el marco de sus competencias, para la realización de la convocatoria y el desarrollo de los encuentros. 
En pos de favorecer la participación ciudadana, la DGPCC diseñó en conjunto con las áreas competentes un proceso participativo para escuchar las opiniones, reflexiones e ideas de la ciudadanía  respecto de la planificación y diseño urbano a escala comunal. 
Luego de la realización del proceso participativo, se realizó un encuentro virtual en el cual se presentó la información recabada.
",211,78,,,
18/07/20,N/C,Reunión co-creación,Piloto de Urbanismo Táctico,Virtual,Ministerio de Cultura,N/C,,Todas,El objetivo de los encuentros virtuales fue generar un espacio de escucha para que los/as ciudadanos/as puedan expresar sus ideas y sugerencias respecto a la puesta en valor del bajo autopista Defensa.,102,26,,,
15/09/20,N/C,Reunión co-creación,Piloto de Urbanismo Táctico II,Virtual,Ministerio de Cultura,N/C,,Todas,El objetivo de los encuentros virtuales fue generar un espacio de escucha para que los/as ciudadanos/as puedan expresar sus ideas y sugerencias respecto a la puesta en valor del bajo autopista Defensa.,240,59,,,
12/11/20,N/C,Reunión co-creación,Piloto de Urbanismo Táctico III,Virtual,Ministerio de Cultura,N/C,,Todas,El objetivo de los encuentros virtuales fue generar un espacio de escucha para que los/as ciudadanos/as puedan expresar sus ideas y sugerencias respecto a la puesta en valor del bajo autopista Defensa.,92,20,,,
10/11/20,N/C,Votación,"Concurso Escuelas Verdes - Mi árbol, un mural",Virtual,Secretaria de Gestión Comunal,N/C,,Todas,"La Dirección General Arbolado dependiente de la  Subsecretaría de Gestión Comunal y la Subsecretaría de Tecnología Educativa y Sustentabilidad del Ministerio de Educación convocaron a niños/as de 4 y 5 años de nivel inicial y primer ciclo del nivel primario de escuelas de gestión estatal y privada en todas sus modalidades, de la Ciudad Autónoma de Buenos Aires, a los fines de realizar una campaña de concientización desde la escuela hacia la comunidad sobre la importancia del cuidado del arbolado.
En ese sentido, los/as niños/as realizaron dibujos de árboles que fueron evaluados por un jurado elegido por las áreas mencionadas anteriormente. Luego de esta evaluación, seleccionaron 3 dibujos que fueron sometidos a votación del público por medio de la página web de Participación Ciudadana. La pieza gráfica que mayor cantidad de votos recibió se consagró como la favorita.
",,,2373,"Dibujo 1: 1051
Dibujo 2: 309
Dibujo 3: 1013",
03/09/20,N/C,Votación,Votación Rejas en Plaza Benjamín Vicuña Mackenna,Virtual,Comuna 12,N/C,,12,"El objetivo fue generar un espacio de participación en el cual los ciudadanos y las ciudadanas puedan expresar si están de acuerdo o no con el enrejado de protección de la plaza Benjamín Vicuña Mackenna, ubicada en el barrio de Saavedra (Comuna 12).",,,"1,821","NO: 774
SI: 1048",
11/11/20,N/C,Votación,Ciudad Emergente,Virtual,Ministerio de Cultura,N/C,,,"La Dirección General de Festivales y Eventos Centrales del Ministerio de Cultura organizó el evento denominado “Ciudad Emergente, Cultura Rock: Experiencia Emergente.
Un comité elegido por el organizador seleccionó a 48 participantes para formar parte de la experiencia y, a través de la página web de Participación Ciudadana se abrió una votación para que la ciudadanía elija a otros dos participantes para formar la nómina final de 50 participantes.
",,,56177,"Primer puesto: “Todos los martes”: 21.205 votos.
Segundo puesto: “Maniquíes caminantes”: 13.496 votos.",
15/09/20,N/C,Reunión,Plataforma de carbono: mesas de diagnóstico e ideación,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,70,20,,,
16/09/20,N/C,Reunión,Plataforma de carbono: mesas de diagnóstico e ideación,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,146,45,,,
17/09/20,N/C,Reunión,Plataforma de carbono: mesas de diagnóstico e ideación,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,120,20,,,
18/09/20,N/C,Reunión,Plataforma de carbono: mesas de diagnóstico e ideación,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,179,49,,,
13/10/20,N/C,Reunión co-creación,Plataforma de carbono: mesas de prototipado,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,666,100,,,
14/10/20,N/C,Reunión co-creación,Plataforma de carbono: mesas de prototipado,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,637,120,,,
15/10/20,N/C,Reunión co-creación,Plataforma de carbono: mesas de prototipado,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,537,109,,,
16/10/20,N/C,Reunión co-creación,Plataforma de carbono: mesas de prototipado,Virtual,Jefatura de Gobierno,N/C,,Todas,El objetivo fue escuchar y obtener ideas e iniciativas para el cuidado del ambiente y para la mitigación del cambio climático sugeridas por los/las vecinos/as que sirvan como insumo para nutrir la Plataforma de Carbono Neutral.,504,89,,,
28/11/20,N/C,Reunión co-creación,Plataforma de Cambio Climático: Hackathon,Virtual,Ministerio de Ambiente y Espacio Público,N/C,,Todas,"El objetivo fue prototipar la parte lúdica de la Plataforma de Cambio Climático,  teniendo como base las iniciativas verdes surgidas en la primera instancia. Para esto, se llevó a cabo una hackatón (entendida como un espacio de co-creación de productos digitales) con el público de gamers, vecinos/as interesados/as en la temática y estudiantes universitarios/as.",169,17,,,
12/11/20,N/C,Reunión,Escuelas Verdes - Taller participativo de Reutilización 1,Virtual,Ministerio de Educación,N/C,,Todas,"En el contexto de la realización del mes de la niñez por parte de Participación Ciudadana y la celebración de los 10 años de Escuelas Verdes, realizamos talleres de reutilización con una dinámica lúdica donde se crearon juegos, juguetes e instrumentos musicales con elementos reutilizables. ",154,32,,,
19/11/20,N/C,Reunión,Escuelas Verdes - Taller participativo de Reutilización 2,Virtual,Ministerio de Educación,N/C,,Todas,"En el contexto de la realización del mes de la niñez por parte de Participación Ciudadana y la celebración de los 10 años de Escuelas Verdes, realizamos talleres de reutilización con una dinámica lúdica donde se crearon juegos, juguetes e instrumentos musicales con elementos reutilizables. ",206,50,,,
26/11/20,N/C,Reunión,Escuelas Verdes - Taller participativo de Reutilización 3,Virtual,Ministerio de Educación,N/C,,Todas,"En el contexto de la realización del mes de la niñez por parte de Participación Ciudadana y la celebración de los 10 años de Escuelas Verdes, realizamos talleres de reutilización con una dinámica lúdica donde se crearon juegos, juguetes e instrumentos musicales con elementos reutilizables. ",170,50,,,
25/09/20,N/C,Reunión,BADA Foro,Virtual,,N/C,,Todas,Su objetivo fue conocer las opiniones del segmento joven de la Ciudad para colaborar en el diagnóstico y posterior ajuste de los proyectos y políticas públicas que lleva adelante el área de Transformación Cultural con este segmento de la población.,,4,,,
17/09/20,N/C,Reunión,Jornada Carrera Docente 1,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",21,30,,,
