fecha;hora;co_centenario;no2_centenario;pm10_centenario;co_cordoba;no2_cordoba;pm10_cordoba;co_la_boca;no2_la_boca;pm10_la_boca
2017-11-19;21;0,3;13;43;0,63;22;33;s/d;s/d;76
2017-11-19;22;0,3;13;43;0,66;20;33;s/d;s/d;76
2017-11-19;23;0,31;13;42;0,68;20;33;s/d;s/d;76
2017-11-19;24;0,33;14;41;0,67;18;33;s/d;s/d;76
2017-11-20;1;0,34;12;40;0,7;20;33;s/d;s/d;75
2017-11-20;2;0,34;9;43;0,74;19;33;s/d;s/d;74
2017-11-20;3;0,36;13;43;0,72;13;33;s/d;s/d;73
2017-11-20;4;0,37;10;44;0,68;10;34;s/d;s/d;74
2017-11-20;5;0,38;11;43;0,65;8;34;s/d;s/d;73
2017-11-20;6;0,38;5;43;0,62;4;34;s/d;s/d;73
2017-11-20;7;0,38;6;43;0,59;5;34;s/d;s/d;73
2017-11-20;8;0,36;6;43;0,57;6;34;s/d;s/d;74
2017-11-20;9;0,36;6;41;0,52;7;34;s/d;s/d;74
2017-11-20;10;0,36;7;38;0,47;6;33;s/d;s/d;74
2017-11-20;11;0,34;7;34;0,46;7;32;s/d;s/d;72
2017-11-20;12;0,34;9;33;0,47;8;31;s/d;s/d;70
2017-11-20;13;0,35;12;31;0,46;s/d;31;s/d;s/d;70
2017-11-20;14;0,38;13;31;0,46;s/d;31;s/d;s/d;69
2017-11-20;15;0,41;14;30;s/d;s/d;31;s/d;s/d;65
2017-11-20;16;0,43;14;29;s/d;s/d;31;s/d;s/d;58
2017-11-20;17;0,46;13;29;s/d;s/d;31;s/d;s/d;51
2017-11-20;18;0,48;15;27;s/d;s/d;31;s/d;s/d;40
2017-11-20;19;0,51;19;26;s/d;s/d;s/d;s/d;s/d;33
2017-11-20;20;0,56;25;26;s/d;s/d;s/d;s/d;s/d;33
2017-11-20;21;0,62;27;25;s/d;s/d;s/d;s/d;s/d;32
2017-11-20;22;0,68;25;25;s/d;s/d;s/d;s/d;s/d;32
2017-11-20;23;0,75;22;25;s/d;s/d;s/d;s/d;s/d;33
2017-11-20;24;0,83;25;26;s/d;s/d;s/d;s/d;s/d;33
2017-11-21;1;0,89;24;26;s/d;s/d;s/d;s/d;s/d;33
2017-11-21;2;0,88;8;22;s/d;s/d;s/d;s/d;s/d;33
2017-11-21;3;0,84;7;22;s/d;s/d;s/d;s/d;s/d;33
2017-11-21;4;0,78;5;22;s/d;s/d;s/d;s/d;s/d;32
2017-11-21;5;0,7;6;21;s/d;s/d;s/d;s/d;s/d;32
2017-11-21;6;0,61;10;21;s/d;s/d;s/d;s/d;s/d;31
2017-11-21;7;0,53;18;20;s/d;s/d;s/d;s/d;s/d;29
2017-11-21;8;0,47;21;20;s/d;s/d;s/d;s/d;s/d;28
2017-11-21;9;0,42;20;20;s/d;s/d;s/d;s/d;s/d;25
2017-11-21;10;0,42;15;20;s/d;s/d;s/d;s/d;31;25
2017-11-21;11;0,43;13;20;s/d;s/d;s/d;s/d;36;25
2017-11-21;12;0,44;14;21;s/d;20;s/d;s/d;31;25
2017-11-21;13;0,45;14;21;s/d;16;s/d;s/d;29;26
2017-11-21;14;0,45;15;21;s/d;15;s/d;s/d;30;27
2017-11-21;15;0,44;17;21;s/d;16;s/d;0,3;30;27
2017-11-21;16;0,4;17;21;s/d;18;s/d;0,3;31;29
2017-11-21;17;0,37;17;22;0,72;22;s/d;0,31;34;30
2017-11-21;18;0,36;19;23;0,72;19;s/d;0,32;37;32
2017-11-21;19;0,37;25;23;0,75;21;s/d;0,32;33;34
2017-11-21;20;0,38;19;24;0,75;22;s/d;0,34;33;35
2017-11-21;21;0,38;15;24;0,78;23;s/d;0,35;32;34
2017-11-21;22;0,39;15;23;0,8;25;s/d;0,36;33;34
2017-11-21;23;0,4;13;22;0,81;21;s/d;0,37;28;33
2017-11-21;24;0,41;13;20;0,81;17;s/d;0,36;30;32
2017-11-22;1;0,41;13;19;0,77;12;s/d;0,36;29;31
2017-11-22;2;0,41;11;18;0,73;10;s/d;0,35;26;31
2017-11-22;3;0,4;8;18;0,67;10;s/d;0,34;31;31
2017-11-22;4;0,38;6;17;0,62;7;s/d;0,33;32;31
2017-11-22;5;0,37;8;17;0,56;6;21;0,32;34;31
2017-11-22;6;0,36;10;17;0,51;9;20;0,32;31;32
2017-11-22;7;0,36;15;17;0,49;12;20;0,33;34;33
2017-11-22;8;0,37;16;17;0,48;13;19;0,35;31;34
2017-11-22;9;0,39;17;16;0,51;12;19;0,37;29;35
2017-11-22;10;0,4;15;17;0,54;13;19;0,39;32;37
2017-11-22;11;0,42;16;17;0,58;14;19;0,4;27;38
2017-11-22;12;0,43;16;17;0,63;15;19;0,42;30;40
2017-11-22;13;0,45;17;18;0,67;13;19;0,44;28;41
2017-11-22;14;0,46;17;18;0,7;13;18;0,45;s/d;42
2017-11-22;15;0,46;18;18;0,73;16;19;0,46;s/d;42
2017-11-22;16;0,46;21;18;0,75;17;20;0,46;s/d;43
2017-11-22;17;0,46;25;19;0,78;21;21;0,45;s/d;44
2017-11-22;18;0,47;24;20;0,8;24;22;0,44;s/d;44
2017-11-22;19;0,48;26;21;0,82;26;22;0,45;s/d;44
2017-11-22;20;0,51;27;21;0,82;32;22;0,46;s/d;45
2017-11-22;21;0,53;29;21;0,84;37;22;0,47;s/d;46
2017-11-22;22;0,57;32;22;0,86;36;23;0,48;s/d;47
2017-11-22;23;0,58;25;23;0,85;28;23;0,47;s/d;48
2017-11-22;24;0,57;15;24;0,83;15;24;0,44;s/d;48
2017-11-23;1;0,54;12;26;0,79;12;24;0,41;s/d;49
2017-11-23;2;0,51;8;27;0,74;9;24;0,37;s/d;50
2017-11-23;3;0,46;6;27;0,67;8;24;0,33;s/d;50
2017-11-23;4;0,42;6;27;0,62;6;24;0,28;s/d;51
2017-11-23;5;0,36;6;28;0,55;5;24;0,22;s/d;51
2017-11-23;6;0,31;11;28;0,49;9;25;0,18;s/d;51
2017-11-23;7;0,28;19;29;0,45;14;25;0,16;s/d;51
2017-11-23;8;0,29;22;29;0,43;19;26;0,17;s/d;50
2017-11-23;9;0,31;21;30;0,44;22;27;0,2;s/d;50
2017-11-23;10;0,35;22;31;0,46;23;28;0,22;s/d;51
2017-11-23;11;0,38;23;33;0,48;22;29;0,25;s/d;52
2017-11-23;12;0,42;23;35;0,5;25;32;0,28;s/d;53
2017-11-23;13;0,46;26;37;0,54;28;33;0,31;s/d;53
2017-11-23;14;0,51;28;38;0,57;25;36;0,34;s/d;54
2017-11-23;15;0,54;33;40;0,6;36;38;0,37;s/d;55
2017-11-23;16;0,54;35;42;0,63;36;39;0,39;s/d;57
2017-11-23;17;0,55;34;45;0,67;40;40;0,41;s/d;59
2017-11-23;18;0,57;35;46;0,72;46;41;0,45;s/d;60
2017-11-23;19;0,59;36;47;0,8;50;41;0,51;s/d;60
2017-11-23;20;0,64;36;48;0,87;49;43;0,54;s/d;61
2017-11-23;21;0,62;13;53;0,88;23;47;0,51;s/d;67
2017-11-23;22;0,59;11;60;0,9;21;54;0,47;s/d;76
2017-11-23;23;0,56;10;61;0,89;19;56;0,42;s/d;78
2017-11-23;24;0,54;8;62;0,87;18;57;0,35;s/d;79
2017-11-24;1;0,5;7;62;0,84;16;59;0,29;s/d;80
2017-11-24;2;0,46;8;62;0,78;12;59;0,22;s/d;80
2017-11-24;3;0,4;7;62;0,7;12;60;0,13;s/d;80
2017-11-24;4;0,33;5;63;0,6;11;61;0,06;s/d;81
2017-11-24;5;0,31;6;64;0,56;14;62;0,06;s/d;81
2017-11-24;6;0,31;11;64;0,53;15;63;0,06;s/d;81
2017-11-24;7;0,31;16;65;0,52;20;64;0,08;s/d;81
2017-11-24;8;0,34;17;66;0,55;25;65;0,1;s/d;81
2017-11-24;9;0,37;14;66;0,58;26;66;0,11;s/d;81
2017-11-24;10;0,39;14;66;0,6;22;66;0,12;s/d;80
2017-11-24;11;0,41;12;65;0,64;25;66;0,13;s/d;79
2017-11-24;12;0,43;15;63;0,72;28;65;0,14;s/d;77
2017-11-24;13;0,45;s/d;62;0,79;27;64;0,31;s/d;79
2017-11-24;14;0,45;s/d;61;0,85;29;63;0,34;s/d;79
2017-11-24;15;0,45;17;59;0,93;33;62;0,37;s/d;79
2017-11-24;16;0,43;18;58;0,96;33;60;0,39;s/d;79
2017-11-24;17;0,41;17;55;0,93;25;59;0,41;s/d;79
2017-11-24;18;0,42;23;54;0,91;20;59;0,45;s/d;79
2017-11-24;19;0,42;21;53;0,89;26;59;0,51;s/d;79
2017-11-24;20;0,43;25;52;0,83;27;58;0,54;s/d;79
2017-11-24;21;0,44;24;47;0,8;30;54;0,51;s/d;79
2017-11-24;22;0,47;20;40;0,78;30;47;0,47;s/d;79
2017-11-24;23;0,49;17;39;0,71;24;46;0,42;s/d;79
2017-11-24;24;0,5;14;38;0,67;21;45;0,35;s/d;79
2017-11-25;1;0,51;13;37;0,66;20;44;0,31;s/d;79
2017-11-25;2;0,5;11;37;0,68;17;44;0,26;s/d;79
2017-11-25;3;0,49;10;36;0,67;18;43;0,19;s/d;79
2017-11-25;4;0,47;9;36;0,67;16;43;0,14;s/d;79
2017-11-25;5;0,45;10;35;0,64;14;42;0,14;s/d;78
2017-11-25;6;0,43;12;35;0,6;11;42;0,16;s/d;78
2017-11-25;7;0,41;11;33;0,58;10;41;0,18;s/d;77
2017-11-25;8;0,38;9;32;0,56;13;40;0,2;s/d;76
2017-11-25;9;0,33;9;31;0,54;10;38;0,2;s/d;76
2017-11-25;10;0,31;11;31;0,52;12;37;0,2;s/d;74
2017-11-25;11;0,3;s/d;30;0,51;13;36;0,2;s/d;72
2017-11-25;12;s/d;s/d;30;0,5;12;35;0,21;s/d;69
2017-11-25;13;s/d;s/d;29;0,5;14;34;0,21;s/d;67
2017-11-25;14;s/d;s/d;28;0,5;8;33;0,21;s/d;65
2017-11-25;15;s/d;s/d;28;0,51;17;31;0,22;s/d;62
2017-11-25;16;s/d;s/d;27;0,53;22;30;0,22;s/d;59
2017-11-25;17;s/d;s/d;s/d;0,55;23;29;0,23;s/d;56
2017-11-25;18;s/d;s/d;s/d;0,58;32;29;0,24;s/d;55
2017-11-25;19;s/d;s/d;s/d;0,6;23;29;0,25;s/d;54
2017-11-25;20;s/d;s/d;s/d;0,62;22;28;0,27;s/d;52
2017-11-25;21;s/d;s/d;s/d;0,66;29;27;0,28;s/d;46
2017-11-25;22;s/d;s/d;s/d;0,71;25;26;0,29;s/d;35
2017-11-25;23;s/d;s/d;s/d;0,74;21;26;0,31;s/d;32
2017-11-25;24;s/d;s/d;s/d;0,75;22;26;0,32;s/d;31
2017-11-26;1;s/d;s/d;s/d;0,74;19;25;0,31;s/d;30
2017-11-26;2;s/d;17;s/d;0,71;17;25;0,31;s/d;31
2017-11-26;3;s/d;16;s/d;0,7;18;25;0,31;s/d;31
2017-11-26;4;s/d;15;s/d;0,68;11;25;0,31;s/d;31
2017-11-26;5;s/d;s/d;s/d;0,64;8;24;0,3;s/d;31
2017-11-26;6;s/d;s/d;s/d;0,6;9;24;0,3;s/d;31
2017-11-26;7;s/d;s/d;s/d;0,56;11;24;0,29;s/d;31
2017-11-26;8;s/d;s/d;s/d;0,52;7;24;0,29;s/d;31
2017-11-26;9;s/d;s/d;s/d;0,51;9;23;0,28;s/d;30
2017-11-26;10;s/d;s/d;s/d;0,5;9;23;0,28;s/d;29
2017-11-26;11;s/d;s/d;s/d;0,5;10;23;0,28;s/d;29
2017-11-26;12;s/d;s/d;s/d;0,49;7;22;0,28;s/d;29
2017-11-26;13;s/d;s/d;s/d;0,49;6;22;0,29;s/d;28
2017-11-26;14;s/d;s/d;s/d;0,49;6;22;0,28;s/d;29
2017-11-26;15;s/d;s/d;s/d;0,48;7;22;0,28;s/d;29
2017-11-26;16;s/d;s/d;s/d;0,48;12;22;0,28;s/d;28
2017-11-26;17;s/d;s/d;s/d;0,48;13;22;0,28;s/d;27
2017-11-26;18;s/d;s/d;s/d;0,48;12;21;0,28;s/d;26
2017-11-26;19;s/d;s/d;s/d;0,47;13;20;0,29;s/d;26
2017-11-26;20;s/d;s/d;s/d;0,48;18;20;0,32;s/d;27
2017-11-26;21;s/d;s/d;s/d;0,5;28;20;0,36;s/d;28
2017-11-26;22;s/d;s/d;s/d;0,54;38;20;0,41;s/d;27
2017-11-26;23;s/d;s/d;s/d;0,57;28;20;0,45;s/d;28
2017-11-26;24;s/d;s/d;s/d;0,6;27;20;0,47;s/d;28
2017-11-27;1;s/d;s/d;s/d;0,61;19;20;0,48;s/d;28
2017-11-27;2;s/d;s/d;s/d;0,61;14;19;0,47;s/d;28
2017-11-27;3;s/d;s/d;s/d;0,6;9;19;0,44;s/d;27
2017-11-27;4;s/d;s/d;s/d;0,58;7;18;0,39;s/d;27
2017-11-27;5;s/d;s/d;s/d;0,55;10;18;0,33;s/d;27
2017-11-27;6;s/d;s/d;s/d;0,51;20;19;0,28;s/d;30
2017-11-27;7;s/d;s/d;s/d;0,51;25;20;0,23;s/d;32
2017-11-27;8;s/d;s/d;s/d;0,52;23;22;0,19;s/d;36
2017-11-27;9;s/d;11;s/d;0,56;24;25;0,17;s/d;41
2017-11-27;10;s/d;11;s/d;0,6;24;27;0,15;s/d;44
2017-11-27;11;s/d;s/d;s/d;0,66;27;29;0,14;s/d;47
2017-11-27;12;s/d;s/d;s/d;0,75;24;31;0,14;s/d;51
2017-11-27;13;s/d;s/d;s/d;0,8;s/d;32;0,29;s/d;28
2017-11-27;14;s/d;s/d;s/d;0,85;26;35;0,28;s/d;29
2017-11-27;15;s/d;s/d;s/d;0,92;29;35;0,28;s/d;29
2017-11-27;16;s/d;10;s/d;0,97;25;37;0,28;s/d;28
2017-11-27;17;s/d;10;s/d;0,96;16;39;0,28;s/d;27
2017-11-27;18;s/d;10;s/d;0,94;15;41;0,28;s/d;26
2017-11-27;19;s/d;11;s/d;0,91;15;42;0,29;s/d;26
2017-11-27;20;s/d;13;s/d;0,82;17;43;0,32;s/d;27
2017-11-27;21;0,39;11;s/d;0,79;17;44;0,36;s/d;28
2017-11-27;22;0,39;11;s/d;0,76;14;45;0,41;s/d;27
2017-11-27;23;0,4;11;s/d;0,67;12;46;0,45;s/d;28
2017-11-27;24;0,37;10;s/d;0,59;13;47;0,47;s/d;28
2017-11-28;1;0,38;s/d;s/d;0,55;14;47;0,48;s/d;28
2017-11-28;2;0,38;s/d;s/d;0,53;11;47;0,47;s/d;28
2017-11-28;3;0,38;s/d;s/d;0,52;13;48;0,44;s/d;27
2017-11-28;4;0,37;s/d;s/d;0,53;19;49;0,39;s/d;27
2017-11-28;5;0,35;s/d;s/d;0,54;21;50;0,33;s/d;27
2017-11-28;6;0,34;12;s/d;0,56;22;49;0,28;s/d;30
2017-11-28;7;0,35;16;s/d;0,6;24;48;0,23;s/d;32
2017-11-28;8;0,36;15;s/d;0,62;19;47;0,19;s/d;36
2017-11-28;9;0,36;10;s/d;0,63;18;45;0,17;s/d;41
2017-11-28;10;0,37;9;s/d;0,63;14;43;0,15;s/d;44
2017-11-28;11;0,38;9;s/d;0,64;17;42;0,14;s/d;47
2017-11-28;12;0,38;8;s/d;0,66;18;41;0,14;s/d;51
2017-11-28;13;0,38;11;s/d;0,66;s/d;41;0,13;s/d;53
2017-11-28;14;0,37;12;22;0,65;s/d;39;0,12;s/d;56
2017-11-28;15;0,35;11;23;s/d;s/d;39;0,11;s/d;58
2017-11-28;16;0,31;11;24;s/d;s/d;39;0,11;s/d;59
2017-11-28;17;0,3;14;25;s/d;s/d;37;0,11;s/d;62
2017-11-28;18;0,29;13;26;s/d;s/d;36;0,13;s/d;67
2017-11-28;19;0,28;14;26;s/d;s/d;s/d;0,14;s/d;70
2017-11-28;20;0,28;16;26;s/d;s/d;s/d;0,16;s/d;71
2017-11-28;21;0,29;16;27;s/d;s/d;s/d;0,16;s/d;72
2017-11-28;22;0,31;15;27;s/d;s/d;s/d;0,16;s/d;73
2017-11-28;23;0,32;13;28;s/d;s/d;s/d;0,16;s/d;73
2017-11-28;24;0,34;11;28;s/d;s/d;s/d;0,16;s/d;73
2017-11-29;1;0,34;s/d;28;s/d;s/d;s/d;0,16;s/d;73
2017-11-29;2;0,35;s/d;29;s/d;s/d;s/d;0,17;s/d;73
2017-11-29;3;0,35;s/d;29;s/d;s/d;s/d;0,16;s/d;74
2017-11-29;4;0,34;s/d;29;s/d;s/d;s/d;0,16;s/d;74
2017-11-29;5;0,33;s/d;29;s/d;s/d;s/d;0,19;s/d;74
2017-11-29;6;0,32;6;29;s/d;s/d;s/d;0,22;s/d;71
2017-11-29;7;0,32;9;29;s/d;s/d;s/d;0,26;s/d;69
2017-11-29;8;0,33;10;28;s/d;s/d;s/d;0,29;s/d;67
2017-11-29;9;0,34;10;29;s/d;s/d;s/d;0,32;s/d;63
2017-11-29;10;0,35;9;29;s/d;s/d;s/d;0,33;s/d;61
2017-11-29;11;0,36;12;29;s/d;s/d;s/d;0,35;s/d;58
2017-11-29;12;0,37;14;29;s/d;s/d;s/d;0,38;s/d;55
2017-11-29;13;0,37;12;29;s/d;s/d;s/d;0,25;s/d;49
2017-11-29;14;0,37;14;29;s/d;s/d;s/d;0,26;s/d;50
2017-11-29;15;0,37;13;29;s/d;s/d;s/d;0,26;s/d;51
2017-11-29;16;0,35;13;29;s/d;25;s/d;s/d;s/d;52
2017-11-29;17;0,34;17;29;s/d;27;s/d;s/d;s/d;49
2017-11-29;18;0,33;22;29;s/d;30;s/d;s/d;s/d;43
2017-11-29;19;0,34;25;29;s/d;27;s/d;s/d;33;42
2017-11-29;20;0,35;23;29;s/d;20;s/d;s/d;29;41
2017-11-29;21;0,35;20;29;1,25;18;s/d;s/d;23;42
2017-11-29;22;0,36;17;29;1,2;21;s/d;s/d;24;41
2017-11-29;23;0,37;18;29;1,17;23;s/d;0,38;27;41
2017-11-29;24;0,37;17;28;1,11;25;s/d;0,38;23;41
2017-11-30;1;0,37;15;28;0,99;15;s/d;0,41;12;41
2017-11-30;2;0,34;11;28;0,86;11;s/d;0,44;11;40
2017-11-30;3;0,32;5;28;0,73;12;s/d;0,46;9;40
2017-11-30;4;0,3;4;28;0,65;11;s/d;0,49;8;40
2017-11-30;5;0,28;5;28;0,6;11;s/d;0,52;9;40
2017-11-30;6;0,26;7;27;0,53;12;s/d;0,56;15;39
2017-11-30;7;0,25;8;27;0,46;15;s/d;0,61;20;39
2017-11-30;8;0,25;11;26;0,42;16;s/d;0,66;18;39
2017-11-30;9;0,26;10;26;0,41;16;26;0,67;19;38
2017-11-30;10;0,28;9;26;0,42;14;26;0,68;20;39
2017-11-30;11;0,3;9;26;0,44;12;26;0,69;19;39
2017-11-30;12;0,31;10;25;0,47;17;26;0,7;18;38
2017-11-30;13;0,33;s/d;24;0,51;15;26;0,71;18;36
2017-11-30;14;0,33;s/d;23;0,55;20;26;0,71;17;35
2017-11-30;15;0,33;16;22;0,61;22;26;0,72;23;33
2017-11-30;16;0,3;20;22;0,66;21;26;0,72;21;33
2017-11-30;17;0,27;19;22;0,73;25;25;0,72;23;33
2017-11-30;18;0,25;22;22;0,84;27;24;0,73;18;35
2017-11-30;19;0,26;23;21;0,87;19;25;0,74;18;37
2017-11-30;20;0,31;23;20;0,88;19;25;0,75;18;37
2017-11-30;21;0,34;23;19;0,88;20;25;0,76;17;37
2017-11-30;22;0,38;21;19;0,88;22;26;0,77;20;37
2017-11-30;23;0,42;18;18;0,88;23;26;0,76;21;36
2017-11-30;24;0,47;14;19;0,84;16;26;0,75;14;35
2017-12-01;1;0,51;12;20;0,77;15;26;0,71;9;35
2017-12-01;2;0,53;10;20;0,66;8;26;0,67;9;36
2017-12-01;3;0,52;5;20;0,61;8;26;0,63;8;36
2017-12-01;4;0,5;4;20;0,58;8;26;0,59;8;36
2017-12-01;5;0,47;4;20;0,54;6;26;0,55;8;36
2017-12-01;6;0,44;6;20;0,49;9;25;0,52;14;36
2017-12-01;7;0,43;9;20;0,44;11;25;0,5;17;36
2017-12-01;8;0,42;10;20;0,42;13;25;0,48;17;35
2017-12-01;9;0,43;10;20;0,41;13;25;0,49;18;35
2017-12-01;10;0,45;10;20;0,42;12;25;0,5;19;34
2017-12-01;11;0,46;12;19;0,45;17;24;0,52;19;34
2017-12-01;12;0,48;12;19;0,51;18;24;0,53;17;35
2017-12-01;13;0,5;11;19;0,53;s/d;s/d;0,56;18;36
2017-12-01;14;0,52;13;19;0,56;s/d;s/d;0,57;19;38
2017-12-01;15;0,53;13;19;s/d;s/d;s/d;0,57;23;39
2017-12-01;16;0,54;11;19;s/d;s/d;s/d;0,58;19;44
2017-12-01;17;0,54;16;18;s/d;s/d;s/d;0,58;17;45
2017-12-01;18;0,54;15;18;s/d;s/d;s/d;0,6;22;44
2017-12-01;19;0,56;16;19;s/d;s/d;s/d;0,61;21;44
2017-12-01;20;0,57;13;20;s/d;s/d;s/d;0,61;17;44
2017-12-01;21;0,58;15;21;s/d;s/d;s/d;0,59;15;44
2017-12-01;22;0,6;16;22;s/d;s/d;s/d;0,58;15;44
2017-12-01;23;0,61;14;23;s/d;s/d;s/d;0,57;13;44
2017-12-01;24;0,61;14;23;s/d;s/d;s/d;0,56;13;46
2017-12-02;1;0,61;12;23;s/d;s/d;s/d;0,56;14;46
2017-12-02;2;0,6;9;22;s/d;s/d;s/d;0,53;11;46
2017-12-02;3;0,58;8;22;s/d;s/d;s/d;0,51;10;46
2017-12-02;4;0,55;6;22;s/d;s/d;s/d;0,51;10;46
2017-12-02;5;0,52;6;22;s/d;s/d;s/d;0,5;7;46
2017-12-02;6;0,48;9;22;s/d;s/d;s/d;0,49;10;46
2017-12-02;7;0,46;7;22;s/d;s/d;s/d;0,49;11;46
2017-12-02;8;0,44;7;22;s/d;s/d;s/d;0,49;12;46
2017-12-02;9;0,43;9;22;s/d;s/d;s/d;0,49;12;46
2017-12-02;10;0,43;10;22;s/d;s/d;s/d;0,48;10;47
2017-12-02;11;0,44;11;22;s/d;s/d;s/d;0,48;12;50
2017-12-02;12;0,46;14;22;s/d;s/d;s/d;0,48;13;53
2017-12-02;13;0,48;12;25;s/d;s/d;s/d;0,49;19;55
2017-12-02;14;0,5;12;25;s/d;s/d;s/d;0,51;17;57
2017-12-02;15;0,51;12;25;s/d;s/d;s/d;0,52;17;60
2017-12-02;16;0,53;14;25;s/d;s/d;s/d;0,52;17;58
2017-12-02;17;0,53;9;25;s/d;s/d;s/d;0,53;16;59
2017-12-02;18;0,54;13;24;s/d;s/d;s/d;0,54;15;62
2017-12-02;19;0,53;13;24;s/d;s/d;s/d;0,55;16;64
2017-12-02;20;0,52;10;23;s/d;s/d;s/d;0,56;14;64
2017-12-02;21;0,52;11;23;s/d;s/d;s/d;0,56;13;63
2017-12-02;22;0,52;12;23;s/d;s/d;s/d;0,56;13;63
2017-12-02;23;0,53;13;22;s/d;s/d;s/d;0,55;9;63
2017-12-02;24;0,54;14;22;s/d;s/d;s/d;0,55;12;61
2017-12-03;1;0,57;13;22;s/d;s/d;s/d;0,56;13;62
2017-12-03;2;0,59;13;22;s/d;s/d;s/d;0,57;10;62
2017-12-03;3;0,61;12;23;s/d;s/d;s/d;0,57;11;63
2017-12-03;4;0,63;11;23;s/d;s/d;s/d;0,57;12;64
2017-12-03;5;0,63;10;24;s/d;s/d;s/d;0,57;8;65
2017-12-03;6;0,62;10;25;s/d;s/d;s/d;0,56;10;65
2017-12-03;7;0,61;9;25;s/d;s/d;s/d;0,56;10;66
2017-12-03;8;0,59;9;26;s/d;s/d;s/d;0,55;9;66
2017-12-03;9;0,57;8;27;s/d;s/d;s/d;0,54;10;65
2017-12-03;10;0,55;8;27;s/d;s/d;s/d;0,54;12;65
2017-12-03;11;0,53;8;28;s/d;s/d;s/d;0,53;12;62
2017-12-03;12;0,51;9;29;s/d;s/d;s/d;0,52;9;58
2017-12-03;13;0,53;9;26;s/d;s/d;s/d;0,53;8;57
2017-12-03;14;0,55;9;25;s/d;s/d;s/d;0,55;10;53
2017-12-03;15;0,57;9;25;s/d;s/d;s/d;0,56;9;47
2017-12-03;16;0,57;8;25;s/d;s/d;s/d;0,57;9;43
2017-12-03;17;0,58;9;24;s/d;s/d;s/d;0,58;11;40
2017-12-03;18;0,59;10;24;s/d;s/d;s/d;0,57;11;33
2017-12-03;19;0,6;9;24;s/d;s/d;s/d;0,57;10;30
2017-12-03;20;0,6;9;24;s/d;s/d;s/d;0,56;9;28
2017-12-03;21;0,57;9;23;s/d;s/d;s/d;0,57;9;28
2017-12-03;22;0,55;8;24;s/d;s/d;s/d;0,58;10;27
2017-12-03;23;0,53;9;23;s/d;s/d;s/d;0,6;10;27
2017-12-03;24;0,52;9;23;s/d;s/d;s/d;0,62;11;27
2017-12-04;1;0,5;8;22;s/d;s/d;s/d;0,63;10;26
2017-12-04;2;0,48;7;22;s/d;s/d;s/d;0,63;10;25
2017-12-04;3;0,46;7;21;s/d;s/d;s/d;0,62;7;24
2017-12-04;4;0,44;7;20;s/d;s/d;s/d;0,6;6;22
2017-12-04;5;0,43;8;19;s/d;s/d;s/d;0,57;6;22
2017-12-04;6;0,42;11;18;s/d;s/d;s/d;0,52;7;21
2017-12-04;7;0,41;13;18;s/d;s/d;s/d;0,48;10;20
2017-12-04;8;0,42;10;17;s/d;s/d;s/d;0,43;9;20
2017-12-04;9;0,44;10;17;s/d;s/d;s/d;0,42;12;20
2017-12-04;10;0,46;12;17;s/d;s/d;s/d;0,41;11;20
2017-12-04;11;0,47;10;17;s/d;20;s/d;0,41;16;20
2017-12-04;12;0,49;8;16;s/d;17;s/d;0,43;15;19
2017-12-04;13;0,5;8;15;s/d;14;s/d;0,44;17;16
2017-12-04;14;0,51;9;15;s/d;18;s/d;0,45;16;17
2017-12-04;15;0,51;9;16;s/d;14;s/d;0,46;16;20
2017-12-04;16;0,51;10;16;0,69;14;s/d;0,46;16;24
2017-12-04;17;0,5;9;17;0,72;19;s/d;0,46;15;25
2017-12-04;18;0,48;9;17;0,75;26;s/d;0,47;17;27
2017-12-04;19;0,48;9;18;0,8;24;s/d;0,48;16;28
2017-12-04;20;0,48;10;18;0,85;20;s/d;0,48;15;29
2017-12-04;21;0,49;12;18;0,83;13;s/d;0,47;13;30
2017-12-04;22;0,49;12;18;0,81;16;s/d;0,46;12;30
2017-12-04;23;0,49;10;18;0,77;12;s/d;0,45;13;29
2017-12-04;24;0,49;12;19;0,74;11;s/d;0,45;12;30
2017-12-05;1;0,48;8;19;0,7;10;s/d;0,45;13;30
2017-12-05;2;0,47;6;20;0,63;11;s/d;0,44;10;31
2017-12-05;3;0,46;4;20;0,54;6;s/d;0,42;7;31
2017-12-05;4;0,44;7;20;0,46;7;25;0,41;7;31
2017-12-05;5;0,43;4;20;0,44;6;24;0,41;9;32
2017-12-05;6;0,42;5;21;0,43;8;24;0,41;12;32
2017-12-05;7;0,41;7;21;0,44;10;24;0,43;14;33
2017-12-05;8;0,42;10;21;0,46;12;23;0,45;15;33
2017-12-05;9;0,43;10;21;0,48;13;23;0,46;17;33
2017-12-05;10;0,45;10;20;0,52;14;23;0,48;15;33
2017-12-05;11;0,46;9;21;0,54;14;23;0,49;17;33
2017-12-05;12;0,48;13;21;0,57;20;23;0,51;15;33
2017-12-05;13;0,51;14;21;s/d;s/d;23;0,52;15;33
2017-12-05;14;0,53;13;22;s/d;s/d;23;0,53;20;33
2017-12-05;15;0,54;13;21;s/d;18;23;0,52;13;32
2017-12-05;16;0,55;12;22;s/d;23;23;0,52;15;29
2017-12-05;17;0,56;13;22;s/d;20;23;0,51;16;28
2017-12-05;18;0,56;12;22;s/d;20;23;0,52;19;28
2017-12-05;19;0,57;15;22;0,87;25;23;0,54;25;28
2017-12-05;20;0,57;16;22;0,83;22;23;0,56;24;28
